name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,sandboxEffect,sandboxParameters,prodEffect,prodParameters
1dc784b5-4895-4d27-9d40-a06b032bd1ee,,Static,Regulatory Compliance,Microsoft Managed Control 1298 - Identification And Authentication Policy And Procedures,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
99deec7d-5526-472e-b07c-3645a792026a,,Static,Regulatory Compliance,Microsoft Managed Control 1300 - User Identification And Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
b6a8e0cc-ac23-468b-abe4-a8a1cc6d7a08,,Static,Regulatory Compliance,Microsoft Managed Control 1301 - User Identification And Authentication | Network Access To Privileged Accounts,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
09828c65-e323-422b-9774-9d5c646124da,,Static,Regulatory Compliance,Microsoft Managed Control 1302 - User Identification And Authentication | Network Access To Non-Privileged Accounts,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
80ca0a27-918a-4604-af9e-723a27ee51e8,,Static,Regulatory Compliance,Microsoft Managed Control 1303 - User Identification And Authentication | Local Access To Privileged Accounts,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
6ca71be3-16cb-4d39-8b50-7f8fd5e2f11b,,Static,Regulatory Compliance,Microsoft Managed Control 1304 - User Identification And Authentication | Local Access To Non-Privileged Accounts,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
9d9166a8-1722-4b8f-847c-2cf3f2618b3d,,Static,Regulatory Compliance,Microsoft Managed Control 1305 - User Identification And Authentication | Group Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
cafc6c3c-5fc5-4c5e-a99b-a0ccb1d34eff,,Static,Regulatory Compliance,Microsoft Managed Control 1306 - User Identification And Authentication | Network Access To Privileged Accounts - Replay...,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
84e622c8-4bed-417c-84c6-b2fb0dd73682,,Static,Regulatory Compliance,Microsoft Managed Control 1307 - User Identification And Authentication | Network Access To Non-Privileged Accounts - Replay...,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
81817e1c-5347-48dd-965a-40159d008229,,Static,Regulatory Compliance,Microsoft Managed Control 1308 - User Identification And Authentication | Remote Access  - Separate Device,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f355d62b-39a8-4ba3-abf7-90f71cb3b000,,Static,Regulatory Compliance,Microsoft Managed Control 1309 - User Identification And Authentication | Acceptance Of Piv Credentials,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
450d7ede-823d-4931-a99d-57f6a38807dc,,Static,Regulatory Compliance,Microsoft Managed Control 1310 - Device Identification And Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
8877f519-c166-47b7-81b7-8a8eb4ff3775,,Static,Regulatory Compliance,Microsoft Managed Control 1317 - Authenticator Management,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
fced5fda-3bdb-4d73-bfea-0e2c80428b66,,Static,Regulatory Compliance,Microsoft Managed Control 1318 - Authenticator Management,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
66f7ae57-5560-4fc5-85c9-659f204e7a42,,Static,Regulatory Compliance,Microsoft Managed Control 1319 - Authenticator Management,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
03188d8f-1ae5-4fe1-974d-2d7d32ef937d,,Static,Regulatory Compliance,Microsoft Managed Control 1327 - Authenticator Management | Password-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f5c66fdc-3d02-4034-9db5-ba57802609de,,Static,Regulatory Compliance,Microsoft Managed Control 1328 - Authenticator Management | Password-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
498f6234-3e20-4b6a-a880-cbd646d973bd,,Static,Regulatory Compliance,Microsoft Managed Control 1329 - Authenticator Management | Password-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f75cedb2-5def-4b31-973e-b69e8c7bd031,,Static,Regulatory Compliance,Microsoft Managed Control 1330 - Authenticator Management | Password-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
068260be-a5e6-4b0a-a430-cd27071c226a,,Static,Regulatory Compliance,Microsoft Managed Control 1332 - Authenticator Management | Password-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
382016f3-d4ba-4e15-9716-55077ec4dc2a,,Static,Regulatory Compliance,Microsoft Managed Control 1335 - Authenticator Management | Pki-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
463e5220-3f79-4e24-a63f-343e4096cd22,,Static,Regulatory Compliance,Microsoft Managed Control 1337 - Authenticator Management | In-Person Or Trusted Third-Party Registration,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
367ae386-db7f-4167-b672-984ff86277c0,,Static,Regulatory Compliance,Microsoft Managed Control 1339 - Authenticator Management | Protection Of Authenticators,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
34cb7e92-fe4c-4826-b51e-8cd203fa5d35,,Static,Regulatory Compliance,Microsoft Managed Control 1341 - Authenticator Management | Multiple Information System Accounts,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
283a4e29-69d5-4c94-b99e-29acf003c899,,Static,Regulatory Compliance,Microsoft Managed Control 1342 - Authenticator Management | Hardware Token-Based Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f86aa129-7c07-4aa4-bbf5-792d93ffd9ea,,Static,Regulatory Compliance,Microsoft Managed Control 1345 - Cryptographic Module Authentication,Microsoft implements this Identification and Authentication control,NIS2_IM._Identity_Management_10,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
bcfb6683-05e5-4ce6-9723-c3fbe9896bdd,,Static,Regulatory Compliance,Microsoft Managed Control 1351 - Incident Response Policy And Procedures,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
c785ad59-f78f-44ad-9a7f-d1202318c748,,Static,Regulatory Compliance,Microsoft Managed Control 1353 - Incident Response Training,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
effbaeef-5bf4-400d-895e-ef8cbc0e64c7,,Static,Regulatory Compliance,Microsoft Managed Control 1358 - Incident Response Testing,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
47bc7ea0-7d13-4f7c-a154-b903f7194253,,Static,Regulatory Compliance,Microsoft Managed Control 1359 - Incident Response Testing | Coordination With Related Plans,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
be5b05e7-0b82-4ebc-9eda-25e447b1a41e,,Static,Regulatory Compliance,Microsoft Managed Control 1360 - Incident Handling,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
03ed3be1-7276-4452-9a5d-e4168565ac67,,Static,Regulatory Compliance,Microsoft Managed Control 1361 - Incident Handling,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
5d169442-d6ef-439b-8dca-46c2c3248214,,Static,Regulatory Compliance,Microsoft Managed Control 1362 - Incident Handling,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
ea3e8156-89a1-45b1-8bd6-938abc79fdfd,,Static,Regulatory Compliance,Microsoft Managed Control 1363 - Incident Handling | Automated Incident Handling Processes,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
4c615c2a-dc83-4dda-8220-abce7b50c9bc,,Static,Regulatory Compliance,Microsoft Managed Control 1364 - Incident Handling | Dynamic Reconfiguration,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
4116891d-72f7-46ee-911c-8056cc8dcbd5,,Static,Regulatory Compliance,Microsoft Managed Control 1365 - Incident Handling | Continuity Of Operations,Microsoft implements this Incident Response control,"NIS2_BR._Backup_and_Recovery_3,NIS2_IR._Incident_Response_2",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
06c45c30-ae44-4f0f-82be-41331da911cc,,Static,Regulatory Compliance,Microsoft Managed Control 1366 - Incident Handling | Information Correlation,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
435b2547-6374-4f87-b42d-6e8dbe6ae62a,,Static,Regulatory Compliance,Microsoft Managed Control 1367 - Incident Handling | Insider Threats - Specific Capabilities,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
465f32da-0ace-4603-8d1b-7be5a3a702de,,Static,Regulatory Compliance,Microsoft Managed Control 1368 - Incident Handling | Correlation With External Organizations,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
18cc35ed-a429-486d-8d59-cb47e87304ed,,Static,Regulatory Compliance,Microsoft Managed Control 1369 - Incident Monitoring,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
924e1b2d-c502-478f-bfdb-a7e09a0d5c01,,Static,Regulatory Compliance,Microsoft Managed Control 1370 - Incident Monitoring | Automated Tracking / Data Collection / Analysis,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
9447f354-2c85-4700-93b3-ecdc6cb6a417,,Static,Regulatory Compliance,Microsoft Managed Control 1371 - Incident Reporting,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
25b96717-c912-4c00-9143-4e487f411726,,Static,Regulatory Compliance,Microsoft Managed Control 1372 - Incident Reporting,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
4cca950f-c3b7-492a-8e8f-ea39663c14f9,,Static,Regulatory Compliance,Microsoft Managed Control 1373 - Incident Reporting | Automated Reporting,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
cc5c8616-52ef-4e5e-8000-491634ed9249,,Static,Regulatory Compliance,Microsoft Managed Control 1374 - Incident Response Assistance,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
00379355-8932-4b52-b63a-3bc6daf3451a,,Static,Regulatory Compliance,Microsoft Managed Control 1375 - Incident Response Assistance | Automation Support For Availability Of Information / Support,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
493a95f3-f2e3-47d0-af02-65e6d6decc2f,,Static,Regulatory Compliance,Microsoft Managed Control 1376 - Incident Response Assistance | Coordination With External Providers,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
68434bd1-e14b-4031-9edb-a4adf5f84a67,,Static,Regulatory Compliance,Microsoft Managed Control 1377 - Incident Response Assistance | Coordination With External Providers,Microsoft implements this Incident Response control,NIS2_AM._Asset_Management_4,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
97fceb70-6983-42d0-9331-18ad8253184d,,Static,Regulatory Compliance,Microsoft Managed Control 1378 - Incident Response Plan,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
e5368258-9684-4567-8126-269f34e65eab,,Static,Regulatory Compliance,Microsoft Managed Control 1381 - Incident Response Plan,Microsoft implements this Incident Response control,NIS2_IR._Incident_Response_2,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
9e61da80-0957-4892-b70c-609d5eaafb6b,,Static,Regulatory Compliance,Microsoft Managed Control 1490 - Security Planning Policy And Procedures,Microsoft implements this Planning control,"NIS2_ES._Endpoint_Security_6,NIS2_LT._Logging_and_Threat_Detection_1",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
1571dd40-dafc-4ef4-8f55-16eba27efc7b,,Static,Regulatory Compliance,Microsoft Managed Control 1491 - Security Planning Policy And Procedures,Microsoft implements this Planning control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
7ad5f307-e045-46f7-8214-5bdb7e973737,,Static,Regulatory Compliance,Microsoft Managed Control 1492 - System Security Plan,Microsoft implements this Planning control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
c1fa9c2f-d439-4ab9-8b83-81fb1934f81d,,Static,Regulatory Compliance,Microsoft Managed Control 1503 - Information Security Architecture,Microsoft implements this Planning control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
d74fdc92-1cb8-4a34-9978-8556425cd14c,,Static,Regulatory Compliance,Microsoft Managed Control 1529 - Third-Party Personnel Security,Microsoft implements this Personnel Security control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
6e40d9de-2ad4-4cb5-8945-23143326a502,,Static,Regulatory Compliance,Microsoft Managed Control 1536 - Risk Assessment Policy And Procedures,Microsoft implements this Risk Assessment control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
b19454ca-0d70-42c0-acf5-ea1c1e5726d1,,Static,Regulatory Compliance,Microsoft Managed Control 1537 - Risk Assessment Policy And Procedures,Microsoft implements this Risk Assessment control,"NIS2_ES._Endpoint_Security_6,NIS2_LT._Logging_and_Threat_Detection_1",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
70f6af82-7be6-44aa-9b15-8b9231b2e434,,Static,Regulatory Compliance,Microsoft Managed Control 1541 - Risk Assessment,Microsoft implements this Risk Assessment control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
eab340d0-3d55-4826-a0e5-feebfeb0131d,,Static,Regulatory Compliance,Microsoft Managed Control 1542 - Risk Assessment,Microsoft implements this Risk Assessment control,"NIS2_ES._Endpoint_Security_6,NIS2_LT._Logging_and_Threat_Detection_1",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
43ced7c9-cd53-456b-b0da-2522649a4271,,Static,Regulatory Compliance,Microsoft Managed Control 1544 - Risk Assessment,Microsoft implements this Risk Assessment control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
3f4b171a-a56b-4328-8112-32cf7f947ee1,,Static,Regulatory Compliance,Microsoft Managed Control 1545 - Risk Assessment,Microsoft implements this Risk Assessment control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
2ce1ea7e-4038-4e53-82f4-63e8859333c1,,Static,Regulatory Compliance,Microsoft Managed Control 1546 - Vulnerability Scanning,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
58abf9b8-c6d4-4b4b-bfb9-fe98fe295f52,,Static,Regulatory Compliance,Microsoft Managed Control 1547 - Vulnerability Scanning,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
3afe6c78-6124-4d95-b85c-eb8c0c9539cb,,Static,Regulatory Compliance,Microsoft Managed Control 1548 - Vulnerability Scanning,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
d6976a08-d969-4df2-bb38-29556c2eb48a,,Static,Regulatory Compliance,Microsoft Managed Control 1549 - Vulnerability Scanning,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
902908fb-25a8-4225-a3a5-5603c80066c9,,Static,Regulatory Compliance,Microsoft Managed Control 1550 - Vulnerability Scanning,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
5bbda922-0172-4095-89e6-5b4a0bf03af7,,Static,Regulatory Compliance,Microsoft Managed Control 1551 - Vulnerability Scanning | Update Tool Capability,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
43684572-e4f1-4642-af35-6b933bc506da,,Static,Regulatory Compliance,Microsoft Managed Control 1552 - Vulnerability Scanning | Update By Frequency / Prior To New Scan / When Identified,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
9e5225fe-cdfb-4fce-9aec-0fe20dd53b62,,Static,Regulatory Compliance,Microsoft Managed Control 1553 - Vulnerability Scanning | Breadth / Depth Of Coverage,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
65592b16-4367-42c5-a26e-d371be450e17,,Static,Regulatory Compliance,Microsoft Managed Control 1558 - Vulnerability Scanning | Correlate Scanning Information,Microsoft implements this Risk Assessment control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
45692294-f074-42bd-ac54-16f1a3c07554,,Static,Regulatory Compliance,Microsoft Managed Control 1559 - System And Services Acquisition Policy And Procedures,Microsoft implements this System and Services Acquisition control,"NIS2_BR._Backup_and_Recovery_3,NIS2_LT._Logging_and_Threat_Detection_1",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
e29e0915-5c2f-4d09-8806-048b749ad763,,Static,Regulatory Compliance,Microsoft Managed Control 1560 - System And Services Acquisition Policy And Procedures,Microsoft implements this System and Services Acquisition control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
d922484a-8cfc-4a6b-95a4-77d6a685407f,,Static,Regulatory Compliance,Microsoft Managed Control 1577 - Acquisitions Process | Continuous Monitoring Plan,Microsoft implements this System and Services Acquisition control,NIS2_AM._Asset_Management_4,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
45b7b644-5f91-498e-9d89-7402532d3645,,Static,Regulatory Compliance,Microsoft Managed Control 1578 - Acquisitions Process | Functions / Ports / Protocols / Services In Use,Microsoft implements this System and Services Acquisition control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
854db8ac-6adf-42a0-bef3-b73f764f40b9,,Static,Regulatory Compliance,Microsoft Managed Control 1580 - Information System Documentation,Microsoft implements this System and Services Acquisition control,NIS2_LT._Logging_and_Threat_Detection_1,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f751cdb7-fbee-406b-969b-815d367cb9b3,,Static,Regulatory Compliance,Microsoft Managed Control 1591 - External Information System Services | Identification Of Functions / Ports / Protocols...,Microsoft implements this System and Services Acquisition control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
baa8a9a4-5bbe-4c72-98f6-a3a47ae2b1ca,,Static,Regulatory Compliance,Microsoft Managed Control 1606 - Developer Security Testing And Evaluation | Threat And Vulnerability Analyses,Microsoft implements this System and Services Acquisition control,NIS2_PV._Posture_and_Vulnerability_Management_5,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
b73b7b3b-677c-4a2a-b949-ad4dc4acd89f,,Static,Regulatory Compliance,Microsoft Managed Control 1608 - Supply Chain Protection,Microsoft implements this System and Services Acquisition control,NIS2_AM._Asset_Management_4,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
f35e02aa-0a55-49f8-8811-8abfa7e6f2c0,,Static,Regulatory Compliance,Microsoft Managed Control 1615 - System And Communications Protection Policy And Procedures,Microsoft implements this System and Communications Protection control,"NIS2_DP._Data_Protection_8,NIS2_ES._Endpoint_Security_6",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
2006457a-48b3-4f7b-8d2e-1532287f9929,,Static,Regulatory Compliance,Microsoft Managed Control 1616 - System And Communications Protection Policy And Procedures,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
c722e569-cb52-45f3-a643-836547d016e1,,Static,Regulatory Compliance,Microsoft Managed Control 1619 - Information In Shared Resources,Microsoft implements this System and Communications Protection control,NIS2_AM._Asset_Management_9,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
ecf56554-164d-499a-8d00-206b07c27bed,,Static,Regulatory Compliance,Microsoft Managed Control 1622 - Boundary Protection,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
74ae9b8e-e7bb-4c9c-992f-c535282f7a2c,,Static,Regulatory Compliance,Microsoft Managed Control 1631 - Boundary Protection | Deny By Default / Allow By Exception,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
87551b5d-1deb-4d0f-86cc-9dc14cb4bf7e,,Static,Regulatory Compliance,Microsoft Managed Control 1635 - Boundary Protection | Host-Based Protection,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
05a289ce-6a20-4b75-a0f3-dc8601b6acd0,,Static,Regulatory Compliance,Microsoft Managed Control 1640 - Transmission Confidentiality And Integrity,Microsoft implements this System and Communications Protection control,"NIS2_AM._Asset_Management_9,NIS2_DP._Data_Protection_8",NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
d39d4f68-7346-4133-8841-15318a714a24,,Static,Regulatory Compliance,Microsoft Managed Control 1641 - Transmission Confidentiality And Integrity | Cryptographic Or Alternate Physical Protection,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
6d8d492c-dd7a-46f7-a723-fa66a425b87c,,Static,Regulatory Compliance,Microsoft Managed Control 1643 - Cryptographic Key Establishment And Management,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
afbd0baf-ff1a-4447-a86f-088a97347c0c,,Static,Regulatory Compliance,Microsoft Managed Control 1645 - Cryptographic Key Establishment And Management | Symmetric Keys,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
506814fa-b930-4b10-894e-a45b98c40e1a,,Static,Regulatory Compliance,Microsoft Managed Control 1646 - Cryptographic Key Establishment And Management | Asymmetric Keys,Microsoft implements this System and Communications Protection control,NIS2_DP._Data_Protection_8,NIS2-Preview: audit (Policy Fixed),"override: Deny,Audit,Disabled",Audit,,Audit,
